year,position,velocity,acceleration,saddle_score_phase1
1974,-1.1129031623933465,,,0
1975,-1.8954429734997156,-0.782539811106369,,0
1976,-1.9865275685539792,-0.09108459505426358,0.6914552160521055,2
1977,-2.2048427175110157,-0.21831514895703652,-0.12723055390277294,0
1978,-1.9831956161972304,0.2216471013137853,0.4399622502708218,0
1979,-1.7273265723730131,0.25586904382421727,0.03422194251043198,0
1980,-0.8345045054148832,0.8928220669581299,0.6369530231339127,0
1981,0.12728557259268225,0.9617900780075654,0.06896801104943551,0
1982,0.2856853708288476,0.15839979823616535,-0.8033902797714001,2
1983,0.1973272751881474,-0.08835809564070018,-0.24675789387686553,1
1984,-0.3128923497417322,-0.5102196249298796,-0.4218615292891794,0
1985,0.7251065644234487,1.0379989141651809,1.5482185390950605,0
1986,1.9707939988356795,1.2456874344122308,0.20768852024704998,0
1987,3.37476772200346,1.4039737231677805,0.15828628875554962,0
1988,3.3590193908859014,-0.01574833111755858,-1.419722054285339,1
1989,2.5082811606525937,-0.8507382302333077,-0.8349898991157492,0
1990,-5.0,-7.508281160652594,-6.657542930419286,0
1991,-3.773235333731102,1.226764666268898,8.735045826921493,0
1992,-1.390318682460507,2.382916651270595,1.156151985001697,0
1993,0.2680784244768706,1.6583971069373775,-0.7245195443332175,1
1994,-0.752961082652261,-1.0210395071291316,-2.679436614066509,0
1995,-2.3883178042560216,-1.6353567216037606,-0.614317214474629,0
1996,-3.3780051971536684,-0.9896873928976468,0.6456693287061137,1
1997,-4.621999682556416,-1.2439944854027472,-0.2543070925051003,0
1998,-4.816505781288829,-0.19450609873241298,1.0494883866703342,2
1999,-4.361885374376778,0.45462040691205097,0.649126505644464,0
2000,-3.920261986512916,0.4416233878638618,-0.012997019048189173,1
2001,-4.735159877906883,-0.8148978913939668,-1.2565212792578286,0
2002,-3.909902610400251,0.8252572675066316,1.6401551589005985,0
2003,0.6132105753833548,4.523113185783606,3.697855918276974,0
2004,0.24677764998968765,-0.3664329253936671,-4.889546111177273,0
2005,-3.6572635064393655,-3.904041156429053,-3.537608231035386,0
2006,-2.6966776576597646,0.9605858487796008,4.8646270052086535,0
2007,-2.6933926374878534,0.003285020171911235,-0.9573008286076896,2
2008,-2.309654189889005,0.38373844759884834,0.3804534274269371,0
2009,-0.06415180740346926,2.245502382485536,1.8617639348866875,0
2010,0.2896164539894297,0.35376826139289896,-1.8917341210926368,1
2011,0.5394303074093472,0.24981385341991746,-0.1039544079729815,1
2012,0.6705788529590837,0.13114854554973654,-0.11866530787018092,2
2013,-0.14393364233525574,-0.8145124952943394,-0.945661040844076,0
2014,-2.05242268347721,-1.9084890411419542,-1.0939765458476147,0
2015,-3.1113640573025263,-1.0589413738253164,0.8495476673166378,1
2016,-3.651038756549011,-0.5396746992464849,0.5192666745788315,1
2017,-3.91056515734354,-0.2595264007945288,0.2801482984519561,1
2018,-4.066088024365911,-0.15552286702237073,0.1040035337721581,2
2019,-4.3142052209925446,-0.24811719662663378,-0.09259432960426306,0
2020,-3.2930512870751847,1.0211539339173599,1.2692711305439937,0
2021,-2.9739024913388645,0.31914879573632016,-0.7020051381810397,1
2022,0.10768979255325473,3.0815922838921193,2.762443488155799,0
2023,0.5878132038391302,0.48012341128587543,-2.601468872606244,1
2024,1.3748127931368472,0.7869995892977171,0.30687617801184164,0
