year,position,velocity,acceleration,saddle_score_phase1
1974,0.0,,,0
1975,0.0,0.0,,1
1976,0.0,0.0,0.0,1
1977,0.0,0.0,0.0,1
1978,0.0,0.0,0.0,1
1979,0.0,0.0,0.0,1
1980,0.0,0.0,0.0,1
1981,5.0,5.0,5.0,0
1982,5.0,0.0,-5.0,1
1983,4.409575191643581,-0.5904248083564188,-0.5904248083564188,0
1984,3.7285862126687928,-0.6809889789747885,-0.09056417061836974,0
1985,2.9757084342380757,-0.752877778430717,-0.07188879945592852,0
1986,3.1319973141573367,0.156288879919261,0.909166658349978,1
1987,3.041210844263782,-0.09078646989355477,-0.24707534981281576,1
1988,3.0395391800181333,-0.0016716642456486852,0.08911480564790608,2
1989,3.03654220750758,-0.0029969725105534195,-0.0013253082649047343,1
1990,5.0,1.9634577924924201,1.9664547650029736,0
1991,5.0,0.0,-1.9634577924924201,1
1992,4.683409103191384,-0.3165908968086164,-0.3165908968086164,0
1993,4.377600531287159,-0.3058085719042243,0.010782324904392127,1
1994,3.553506476901399,-0.8240940543857604,-0.5182854824815362,0
1995,4.5950996519307346,1.0415931750293357,1.8656872294150961,0
1996,4.7969513184335,0.20185166650276543,-0.8397415085265703,1
1997,4.549256675803278,-0.247694642630222,-0.44954630913298743,0
1998,4.374551500473709,-0.17470517532956897,0.07298946730065303,2
1999,4.123202252134037,-0.25134924833967176,-0.07664407301010279,0
2000,3.512669936107123,-0.610532316026914,-0.3591830676872423,0
2001,3.8403193232131514,0.3276493871060282,0.9381817031329422,0
2002,3.6852037802236133,-0.1551155429895381,-0.4827649300955663,1
2003,3.560066265123849,-0.12513751509976423,0.029978027889773884,2
2004,2.9887905428203423,-0.5712757223035068,-0.44613820720374253,0
2005,2.8278941160635087,-0.16089642675683358,0.4103792955466732,2
2006,2.6846540512248476,-0.14324006483866114,0.017656361918172436,2
2007,2.3800933408433353,-0.3045607103815122,-0.16132064554285108,0
2008,2.336876435469187,-0.04321690537414824,0.261343805007364,2
2009,2.4605440759202004,0.1236676404510133,0.16688454582516155,1
2010,2.02031231868951,-0.4402317572306904,-0.5638993976817037,0
2011,2.1298384939705626,0.10952617528105257,0.549757932511743,1
2012,2.2810672144913626,0.15122872052080005,0.04170254523974748,1
2013,2.1976517255590924,-0.08341548893227024,-0.2346442094530703,1
2014,2.2689449010929117,0.07129317553381931,0.15470866446608955,1
2015,2.301743742872545,0.032798841779633214,-0.038494333754186094,2
2016,2.7986810715471178,0.49693732867457285,0.46413848689493964,0
2017,2.9540539856122603,0.15537291406514253,-0.3415644146094303,2
2018,2.334571427187906,-0.6194825584243544,-0.7748554724894969,0
2019,1.4943828666845507,-0.8401885605033552,-0.22070600207900082,0
2020,1.6737213905282768,0.17933852384372617,1.0195270843470814,1
2021,1.4443862068144906,-0.22933518371378625,-0.4086737075575124,0
2022,0.9192072396247966,-0.525178967189694,-0.2958437834759078,0
2023,0.6452385329849122,-0.2739687066398844,0.25121026054980966,1
2024,-1.5950629701933594,-2.2403015031782716,-1.9663327965383872,0
