date,redistribution,extraction,velocity,velocity_smooth,year,month
2023-01-08,13.333333333333334,6.0,33.846153846153854,10.114781255132142,2023,1
2023-01-15,16.333333333333332,6.333333333333333,16.94444444444443,20.877567851252063,2023,1
2023-01-22,25.333333333333332,8.0,28.786251342642295,26.525616544413527,2023,1
2023-01-29,17.333333333333332,7.333333333333333,-23.245614035087712,7.495027250666342,2023,1
2023-02-05,17.666666666666668,7.666666666666667,-2.622377622377625,0.972753228392324,2023,2
2023-02-12,17.666666666666668,8.0,-4.347826086956519,-10.071939248140614,2023,2
2023-02-19,18.0,7.666666666666667,6.053459119496851,-0.30558152994576027,2023,2
2023-02-26,18.333333333333332,8.0,-2.495974235104681,-0.26344706752144553,2023,2
2023-03-05,20.333333333333332,7.666666666666667,15.075757575757576,6.2110808200499195,2023,3
2023-03-12,16.333333333333332,8.0,-24.019957234497504,-3.8133912979481983,2023,3
2023-03-19,17.666666666666668,7.666666666666667,12.32993197278912,1.1285774380164018,2023,3
2023-03-26,18.666666666666668,7.333333333333333,10.008203445447094,-0.5606072720870916,2023,3
2023-04-02,17.0,7.333333333333333,-8.92857142857143,4.469854663221599,2023,4
2023-04-09,18.666666666666668,7.666666666666667,5.258467023172897,2.112699680016191,2023,4
2023-04-16,23.0,8.0,18.866459627329178,5.065451740643552,2023,4
2023-04-23,22.333333333333332,8.0,-2.898550724637683,7.075458641954801,2023,4
2023-04-30,19.333333333333332,8.0,-13.432835820895528,0.8450243605986589,2023,4
2023-05-07,18.0,7.0,5.603448275862077,-3.575979423223707,2023,5
2023-05-14,15.0,6.666666666666667,-11.904761904761909,-6.5780498165984485,2023,5
2023-05-21,12.333333333333334,6.0,-7.777777777777763,-4.693030468892527,2023,5
2023-05-28,11.333333333333334,5.333333333333333,3.0030030030030126,-5.559845559845549,2023,5
2023-06-04,10.666666666666666,5.333333333333333,-5.882352941176483,-3.552375905317074,2023,6
2023-06-11,10.666666666666666,5.333333333333333,0.0,-0.9597833127244861,2023,6
2023-06-18,9.0,5.0,-9.375,-5.08578431372549,2023,6
2023-06-25,11.666666666666666,5.333333333333333,22.962962962962962,4.529320987654325,2023,6
2023-07-02,10.666666666666666,5.333333333333333,-8.571428571428575,1.6721781305114665,2023,7
2023-07-09,10.0,5.333333333333333,-6.25,2.713844797178133,2023,7
2023-07-16,10.0,5.0,6.25,-2.857142857142854,2023,7
2023-07-23,10.666666666666666,5.0,6.666666666666665,2.222222222222226,2023,7
2023-07-30,10.0,4.666666666666667,0.4166666666666652,4.444444444444447,2023,7
2023-08-06,8.666666666666666,4.666666666666667,-13.333333333333341,-2.0833333333333326,2023,8
2023-08-13,7.0,5.333333333333333,-33.51648351648351,-15.477716727716725,2023,8
2023-08-20,9.666666666666666,6.0,25.595238095238095,-7.084859584859582,2023,8
2023-08-27,11.333333333333334,7.0,0.5747126436781649,-2.44884425918908,2023,8
2023-09-03,11.333333333333334,7.666666666666667,-9.523809523809534,5.548713738368913,2023,9
2023-09-10,14.666666666666666,7.666666666666667,29.411764705882337,6.820889275250326,2023,9
2023-09-17,15.666666666666666,8.333333333333334,-1.8774703557312256,6.0034949421138615,2023,9
2023-09-24,15.333333333333334,7.666666666666667,5.87234042553193,11.135544925227684,2023,9
2023-10-01,16.333333333333332,7.0,15.217391304347816,6.404087124716175,2023,10
2023-10-08,17.0,7.0,4.081632653061229,8.39045479431366,2023,10
2023-10-15,20.0,6.666666666666667,22.408963585434172,13.902662514281076,2023,10
2023-10-22,21.0,7.0,0.0,8.830198746165136,2023,10
2023-10-29,18.666666666666668,7.0,-11.111111111111105,3.765950824774358,2023,10
2023-11-05,22.0,7.0,17.85714285714286,2.248677248677254,2023,11
2023-11-12,22.0,7.333333333333333,-4.761904761904767,0.6613756613756653,2023,11
2023-11-19,12.0,5.333333333333333,-18.18181818181819,-1.695526695526696,2023,11
2023-11-26,19.333333333333332,7.0,29.861111111111093,2.3057960557960477,2023,11
2023-12-03,25.333333333333332,7.666666666666667,21.51067323481115,11.063322054701354,2023,12
2023-12-10,20.0,6.666666666666667,-8.009153318077798,14.454210342614816,2023,12
2023-12-17,17.0,5.666666666666667,0.0,4.50050663891112,2023,12
2023-12-24,9.666666666666666,3.6666666666666665,-7.843137254901954,-5.284096857659915,2023,12
2023-12-31,11.666666666666666,4.666666666666667,-6.583072100313505,-4.808736451738484,2023,12
2024-01-07,21.666666666666668,6.0,57.14285714285718,14.238882595880577,2024,1
2024-01-14,16.666666666666668,6.333333333333333,-28.63247863247863,7.309102136688352,2024,1
2024-01-21,20.333333333333332,8.666666666666666,-14.842105263157922,4.55609108240688,2024,1
2024-01-28,19.333333333333332,8.666666666666666,-4.918032786885251,-16.130872227507265,2024,1
2024-02-04,19.0,8.333333333333334,2.1220159151193574,-5.879374044974601,2024,2
2024-02-11,17.666666666666668,8.666666666666666,-11.017543859649091,-4.604520243804991,2024,2
2024-02-18,19.0,8.0,15.23947750362844,2.114649853032906,2024,2
2024-02-25,21.333333333333332,8.0,12.280701754385959,5.5008784661217724,2024,2
2024-03-03,22.666666666666668,7.666666666666667,10.416666666666686,12.64561530822703,2024,3
2024-03-10,18.666666666666668,7.333333333333333,-13.299232736572886,3.1327118948265897,2024,3
2024-03-17,22.333333333333332,7.666666666666667,15.097402597402574,4.071612175832128,2024,3
2024-03-24,19.333333333333332,7.0,-4.73718364698248,-0.979671262050927,2024,3
2024-03-31,20.666666666666668,7.333333333333333,2.1346469622331776,4.16495530421776,2024,3
2024-04-07,23.666666666666668,9.0,-8.211143695014655,-3.6045601265879825,2024,4
2024-04-14,25.0,8.333333333333334,13.041210224308797,2.3215711638424428,2024,4
2024-04-21,27.0,8.333333333333334,8.000000000000007,4.276688843098053,2024,4
2024-04-28,24.666666666666668,8.0,-4.641975308641966,5.466411638555615,2024,4
2024-05-05,18.0,8.0,-27.027027027027028,-7.889667445222993,2024,5
2024-05-12,17.666666666666668,6.666666666666667,14.814814814814815,-5.618062506951389,2024,5
2024-05-19,15.0,6.333333333333333,-10.094339622641513,-7.435517278284572,2024,5
2024-05-26,12.0,5.666666666666667,-9.473684210526324,-1.584403006117671,2024,5
2024-06-02,12.333333333333334,5.333333333333333,8.660130718954274,-3.635964371404518,2024,6
2024-06-09,13.333333333333334,6.0,-4.391891891891886,-1.7351484611546422,2024,6
2024-06-16,12.333333333333334,5.333333333333333,3.6111111111111205,2.6264499793911726,2024,6
2024-06-23,11.666666666666666,5.333333333333333,-5.405405405405417,-2.0620620620620578,2024,6
2024-06-30,11.0,5.333333333333333,-5.714285714285705,-2.502860002859997,2024,6
2024-07-07,12.333333333333334,5.0,18.37121212121213,2.417173667173673,2024,7
2024-07-14,11.0,5.0,-10.81081081081081,0.6153718653718752,2024,7
2024-07-21,13.0,5.0,18.181818181818187,8.580739830739839,2024,7
2024-07-28,10.0,5.0,-23.076923076923073,-5.235305235305229,2024,7
2024-08-04,9.333333333333334,5.333333333333333,-13.33333333333333,-6.0761460761460695,2024,8
2024-08-11,9.333333333333334,5.333333333333333,0.0,-12.136752136752131,2024,8
2024-08-18,15.333333333333334,6.0,51.78571428571428,12.817460317460318,2024,8
2024-08-25,15.666666666666666,7.333333333333333,-20.048309178743963,10.579135035656774,2024,8
2024-09-01,16.0,7.333333333333333,2.1276595744680993,11.288354893812807,2024,9
2024-09-08,17.666666666666668,9.0,-12.310606060606055,-10.077085221627305,2024,9
2024-09-15,17.333333333333332,9.0,-1.8867924528301994,-4.023246312989383,2024,9
2024-09-22,19.0,8.0,20.72649572649574,2.1763657376864978,2024,9
2024-09-29,19.333333333333332,8.0,1.754385964912264,6.864696412859271,2024,9
2024-10-06,19.333333333333332,7.0,12.5,11.660293897136006,2024,10
2024-10-13,20.666666666666668,7.0,6.896551724137945,7.050312563016739,2024,10
2024-10-20,24.666666666666668,8.0,5.069124423963144,8.155225382700365,2024,10
2024-10-27,25.333333333333332,8.0,2.7027027027026973,4.889459616934598,2024,10
2024-11-03,29.0,8.333333333333334,10.307017543859654,6.026281556841835,2024,11
2024-11-10,26.666666666666668,9.0,-16.04597701149424,-1.0120855883106277,2024,11
2024-11-17,27.333333333333332,8.333333333333334,9.907407407407387,1.3894826465909356,2024,11
2024-11-24,15.666666666666666,6.0,-14.682926829268293,-6.94049881111838,2024,11
2024-12-01,26.333333333333332,8.0,34.75177304964541,9.992084542594837,2024,12
2024-12-08,25.333333333333332,8.0,-3.797468354430378,5.423792621982248,2024,12
2024-12-15,17.666666666666668,6.666666666666667,-13.596491228070171,5.785937822381622,2024,12
2024-12-22,8.333333333333334,5.0,-27.830188679245282,-15.074716087248609,2024,12
2024-12-29,9.333333333333334,4.666666666666667,18.666666666666654,-7.586671080216264,2024,12
2025-01-05,13.666666666666666,6.0,17.857142857142858,2.8978736148547455,2025,1
2025-01-12,14.666666666666666,7.0,-9.349593495934961,9.05807200929152,2025,1
2025-01-19,16.333333333333332,8.0,-2.9220779220779267,1.8618238130433256,2025,1
2025-01-26,19.0,9.0,3.826530612244916,-2.8150469352559884,2025,1
2025-02-02,23.0,10.0,9.94152046783625,3.6153243860010824,2025,2
2025-02-09,21.666666666666668,9.0,4.202898550724644,5.990316543601939,2025,2
2025-02-16,22.666666666666668,9.333333333333334,0.911680911680901,5.018699976747268,2025,2
2025-02-23,24.0,9.666666666666666,2.310924369747913,2.475167944051155,2025,2
2025-03-02,22.333333333333332,9.333333333333334,-3.4961685823755033,-0.09118776698222734,2025,3
2025-03-09,20.666666666666668,10.333333333333334,-18.17697228144989,-6.454072164692491,2025,3
2025-03-16,19.333333333333332,8.666666666666666,9.677419354838701,-3.9985738363288945,2025,3
2025-03-23,22.0,8.333333333333334,17.6392572944297,3.0465681226061734,2025,3
2025-03-30,24.333333333333332,9.666666666666666,-5.393939393939396,7.30757908510967,2025,3
2025-04-06,24.0,9.666666666666666,-1.3698630136986245,3.625151628930562,2025,4
2025-04-13,19.333333333333332,8.666666666666666,-9.099616858237559,-5.287806421958524,2025,4
2025-04-20,21.0,8.333333333333334,12.466843501326252,0.6657878764633587,2025,4
2025-04-27,22.333333333333332,8.666666666666666,2.3492063492063675,1.9054776640983562,2025,4
2025-05-04,20.666666666666668,8.666666666666666,-7.462686567164168,2.4511210944561532,2025,5
2025-05-11,17.333333333333332,8.0,-8.436724565756837,-4.516734927904877,2025,5
2025-05-18,15.0,7.666666666666667,-9.294871794871796,-8.398094309264264,2025,5
2025-05-25,12.333333333333334,6.666666666666667,-4.734299516908203,-7.488631959178942,2025,5
2025-06-01,14.333333333333334,7.666666666666667,1.2162162162162158,-4.270985031854592,2025,6
2025-06-08,16.0,8.666666666666666,-1.4155712841253703,-1.6445515282724503,2025,6
2025-06-15,16.333333333333332,8.666666666666666,2.083333333333326,0.6279927551413929,2025,6
2025-06-22,17.0,9.333333333333334,-3.6106750392464804,-0.9809709966795058,2025,6
2025-06-29,20.0,12.0,-10.924369747899142,-4.1505704846040965,2025,6
2025-07-06,19.0,10.0,11.66666666666666,-0.9561260401596515,2025,7
2025-07-13,19.666666666666668,16.666666666666668,-63.157894736842096,-20.805199272691524,2025,7
