date,autonomy,constraint,velocity,velocity_smooth,year,month
2023-07-30,18.333333333333332,8.333333333333334,-0.9259259259259416,0.5305461589614632,2023,7
2023-08-06,19.333333333333332,8.0,9.45454545454545,5.223825557158885,2023,8
2023-08-13,21.666666666666668,8.0,12.068965517241391,6.8658616819536356,2023,8
2023-08-20,22.666666666666668,10.666666666666666,-28.71794871794871,-2.398145915387287,2023,8
2023-08-27,24.333333333333332,12.0,-5.147058823529416,-7.265347341412242,2023,8
2023-09-03,28.0,13.666666666666666,1.1796042617960634,-10.895134426560686,2023,9
2023-09-10,28.333333333333332,15.0,-8.565621370499432,-4.177691977410926,2023,9
2023-09-17,29.333333333333332,18.333333333333332,-18.69281045751632,-8.692942522073226,2023,9
2023-09-24,25.333333333333332,18.333333333333332,-13.636363636363635,-13.631598488126459,2023,9
2023-10-01,26.666666666666668,21.333333333333332,-11.100478468899501,-14.476550854259814,2023,10
2023-10-08,24.333333333333332,23.333333333333332,-18.125000000000014,-14.287280701754382,2023,10
2023-10-15,26.666666666666668,22.333333333333332,13.874755381604707,-5.116907695764934,2023,10
2023-10-22,24.666666666666668,24.666666666666668,-17.947761194029855,-7.399335270808385,2023,10
2023-10-29,23.333333333333332,27.0,-14.86486486486487,-6.312623559096671,2023,10
2023-11-05,24.333333333333332,19.333333333333332,32.68077601410936,-0.04395001492845315,2023,11
2023-11-12,25.333333333333332,20.0,0.6613131790269122,6.1590747760904705,2023,11
2023-11-19,16.0,17.0,-21.84210526315789,3.8333279766594637,2023,11
2023-11-26,24.0,16.333333333333332,53.92156862745099,10.913592181106672,2023,11
2023-12-03,25.0,18.666666666666668,-10.119047619047628,7.320138581748492,2023,12
2023-12-10,25.0,16.666666666666668,10.71428571428571,18.172268907563026,2023,12
2023-12-17,18.0,10.333333333333334,9.999999999999996,3.5317460317460285,2023,12
2023-12-24,14.0,5.666666666666667,22.939068100358426,14.551117938214714,2023,12
2023-12-31,17.333333333333332,7.666666666666667,-11.48459383753504,7.151491420941128,2023,12
2024-01-07,24.0,10.333333333333334,3.678929765886309,5.044468009569901,2024,1
2024-01-14,21.666666666666668,12.333333333333334,-29.077060931899645,-12.294241667849457,2024,1
2024-01-21,24.666666666666668,13.666666666666666,3.035343035343031,-7.454262710223432,2024,1
2024-01-28,25.333333333333332,15.333333333333334,-9.492419248516825,-11.844712381691144,2024,1
2024-02-04,24.333333333333332,18.0,-21.33867276887871,-9.265249660684164,2024,2
2024-02-11,22.666666666666668,16.333333333333332,2.4099441907661223,-9.473715942209802,2024,2
2024-02-18,24.666666666666668,16.0,10.864345738295299,-2.688127613272426,2024,2
2024-02-25,25.0,18.0,-11.148648648648663,0.7085470934709228,2024,2
2024-03-03,24.0,16.666666666666668,3.4074074074073923,1.041034832351346,2024,3
2024-03-10,22.666666666666668,15.0,4.444444444444462,-1.0989322655989326,2024,3
2024-03-17,22.666666666666668,16.0,-6.666666666666665,0.39506172839506676,2024,3
2024-03-24,20.333333333333332,15.666666666666666,-8.210784313725494,-3.4776688453158955,2024,3
2024-03-31,20.333333333333332,14.666666666666666,6.382978723404253,-2.8314907523292985,2024,3
2024-04-07,21.333333333333332,17.0,-10.991058122205665,-4.272954570842298,2024,4
2024-04-14,22.333333333333332,17.333333333333332,2.7267156862745168,-0.6271212375089613,2024,4
2024-04-21,22.666666666666668,18.0,-2.3536165327210146,-3.539319656217384,2024,4
2024-04-28,21.0,17.333333333333332,-3.649237472766887,-1.092046106404458,2024,4
2024-05-05,23.666666666666668,15.333333333333334,24.23687423687423,6.078006743795446,2024,5
