date,reform,punitive,reform_velocity,punitive_velocity,cultural_velocity,cultural_velocity_smooth,year,month
2024-02-11,10.0,14.666666666666666,19.999999999999996,-15.384615384615385,35.38461538461538,21.390392216479157,2024,2
2024-02-18,10.0,18.333333333333332,0.0,25.0,-25.0,5.0267558528428,2024,2
2024-02-25,9.0,15.333333333333334,-9.999999999999998,-16.36363636363636,6.3636363636363615,5.582750582750568,2024,2
2024-03-03,9.333333333333334,14.0,3.70370370370372,-8.695652173913048,12.399355877616768,-2.07900258624897,2024,3
2024-03-10,9.0,14.333333333333334,-3.571428571428581,2.3809523809523947,-5.952380952380976,4.2702037629573715,2024,3
2024-03-17,8.0,13.333333333333334,-11.111111111111116,-6.976744186046513,-4.134366925064603,0.7708693333903837,2024,3
2024-03-24,8.0,13.666666666666666,0.0,2.499999999999991,-2.499999999999991,-4.195582625815203,2024,3
2024-03-31,7.0,12.666666666666666,-12.5,-7.317073170731703,-5.182926829268297,-3.9390979181109764,2024,3
2024-04-07,7.666666666666667,13.666666666666666,9.523809523809534,7.8947368421052655,1.6290726817042689,-2.017951382521353,2024,4
2024-04-14,9.0,13.666666666666666,17.391304347826075,0.0,17.391304347826075,4.612483400087336,2024,4
2024-04-21,9.666666666666666,13.0,7.407407407407396,-4.8780487804877986,12.285456187895194,10.435277739141833,2024,4
2024-04-28,9.333333333333334,12.666666666666666,-3.44827586206895,-2.564102564102566,-0.8841732979663841,9.597529079251617,2024,4
2024-05-05,6.333333333333333,12.333333333333334,-32.14285714285715,-2.631578947368407,-29.511278195488746,-6.036665101853324,2024,5
2024-05-12,7.0,12.333333333333334,10.526315789473696,0.0,10.526315789473696,-6.623045234660491,2024,5
2024-05-19,7.0,11.333333333333334,0.0,-8.108108108108103,8.108108108108103,-3.625618099302329,2024,5
2024-05-26,5.666666666666667,12.0,-19.047619047619047,5.882352941176472,-24.92997198879552,-2.0985160304045856,2024,5
2024-06-02,5.666666666666667,11.0,0.0,-8.333333333333337,8.333333333333337,-2.8295101824513726,2024,6
2024-06-09,5.333333333333333,10.0,-5.882352941176483,-9.090909090909093,3.20855614973261,-4.462694168576538,2024,6
2024-06-16,4.666666666666667,8.666666666666666,-12.49999999999999,-13.333333333333341,0.8333333333333517,4.125074272133086,2024,6
2024-06-23,5.0,9.666666666666666,7.14285714285714,11.538461538461542,-4.395604395604402,-0.11790497084616043,2024,6
2024-06-30,5.333333333333333,12.0,6.666666666666665,24.13793103448276,-17.471264367816097,-7.011178476695729,2024,6
2024-07-07,4.0,12.0,-25.0,0.0,-25.0,-15.622289587806847,2024,7
2024-07-14,5.0,12.666666666666666,25.0,5.555555555555558,19.444444444444443,-7.675606641123899,2024,7
2024-07-21,13.333333333333334,14.666666666666666,166.66666666666669,15.789473684210531,150.87719298245617,48.44054580896685,2024,7
2024-07-28,11.666666666666666,13.666666666666666,-12.50000000000001,-6.818181818181824,-5.681818181818187,54.87993974836079,2024,7
